claim,chunk,flag
Cinnamon has antibacterial properties and thus it helps to fight various infections in the body.,hey guys I'm Misha homie and welcome back to my channel and today I am sharing a powerful natural remedy that will help you to lose up to 5 kgs in a month provided you eat healthy drink lots of water and avoid processed and junk food this hundred percent natural remedy will help you to burn fat faster and get rid of stubborn belly fat along with losing weight and also detoxify your body now first let me show you how to make this incredible fat-burning drink and then I'll share the benefits and answer some of the frequently asked questions so make sure you watch the video till the end now into a saucepan add in 1 cup or 200ml water and then add in 2 cinnamon sticks I will explain about the type of cinnamon you should be using later in the video so make sure you watch the video till the very end now allow this to boil and once it starts to boil simmer the flame for 10 minutes and as it is simmering you can see that the color of the water is changing to a light amber color after 10 minutes switch off the flame and allow the water to cool down and once the cinnamon water is warm pour it into a cup or a glass and then add in 1 teaspoon honey and mix well you can remove the cinnamon sticks and my hundred percent natural and effective cinnamon tea with honey is ready to consume have this tea on empty stomach in the morning and for best result have another cup at bedtime now let me explain the type of cinnamon which you should be using in this tea so these are the two types of cinnamon which is commonly found this one is known as cinnamon kills that is the bark is rolled into small quills and this is actually the second quality these quills are made from the third or fourth layer of the cinnamon tree bark and it has less oil content and hence the benefits also will be less but these are very pretty to look at and usually used in food photography since the layers are very thin they can be easily powdered very finely the second type of cinnamon which is on the left side these are not very pretty to look at but these cinnamon box are the best quality they are actually the outer bark or the first or second layer of the cinnamon bark tree this cinnamon has more oil content than the cinnamon quills on the right side plus they have more benefits and this is a cinnamon which I recommend for this tea and for all other remedies where I am using cinnamon sticks or powder cinnamon helps to boost metabolism and reduces bad cholesterol cinnamon helps in stabilizing blood sugar levels stabilizing your blood sugar is very essential for weight loss if you are diabetic cinnamon can help in managing blood sugar spikes it has antibacterial properties and thus it helps to fight various infections in the body cinnamon is often recommended for stomach upsets as it can help clear harmful bacteria from the digestive system pure cinnamon is a natural remedy to fight east infections cinnamon is one of the most effective cancer fighting food mainly because it has high antioxidant content and also because of its antibacterial property pure cinnamon has the ability to lower cholesterol levels and improve blood circulation throughout the body and hence cinnamon can help prevent heart disease the anti-inflammatory properties of cinnamon helps to reduce arthritic pain and lessen inflammation of the body cinnamon helps to balance hormones cinnamon is an excellent natural remedy for hormonal imbalances in women especially for health issues like thyroid PCOS and other hormonal issues so to get all the benefits make sure you use the best quality cinnamon now let me show you the cinnamon powder from the first quality cinnamon on the left side since the bark is slightly thick it does not become a very fine powder when ground at home so this is how cinnamon powder made from the first quality of cinnamon that is the cinnamon on the left side would look like so I hope you got an idea about the type of cinnamon you should be using in this day and also in all my other Zippy's and remedies where I am using cinnamon so do try this miracle cinnamon tea recipe and share your results with me if you like to see more such videos hit the subscribe button so that you can stay update it when I post new videos thank you for watching and until next time take care bye bye ,FALSE
Pure cinnamon is a natural remedy to fight east infections.,hey guys I'm Misha homie and welcome back to my channel and today I am sharing a powerful natural remedy that will help you to lose up to 5 kgs in a month provided you eat healthy drink lots of water and avoid processed and junk food this hundred percent natural remedy will help you to burn fat faster and get rid of stubborn belly fat along with losing weight and also detoxify your body now first let me show you how to make this incredible fat-burning drink and then I'll share the benefits and answer some of the frequently asked questions so make sure you watch the video till the end now into a saucepan add in 1 cup or 200ml water and then add in 2 cinnamon sticks I will explain about the type of cinnamon you should be using later in the video so make sure you watch the video till the very end now allow this to boil and once it starts to boil simmer the flame for 10 minutes and as it is simmering you can see that the color of the water is changing to a light amber color after 10 minutes switch off the flame and allow the water to cool down and once the cinnamon water is warm pour it into a cup or a glass and then add in 1 teaspoon honey and mix well you can remove the cinnamon sticks and my hundred percent natural and effective cinnamon tea with honey is ready to consume have this tea on empty stomach in the morning and for best result have another cup at bedtime now let me explain the type of cinnamon which you should be using in this tea so these are the two types of cinnamon which is commonly found this one is known as cinnamon kills that is the bark is rolled into small quills and this is actually the second quality these quills are made from the third or fourth layer of the cinnamon tree bark and it has less oil content and hence the benefits also will be less but these are very pretty to look at and usually used in food photography since the layers are very thin they can be easily powdered very finely the second type of cinnamon which is on the left side these are not very pretty to look at but these cinnamon box are the best quality they are actually the outer bark or the first or second layer of the cinnamon bark tree this cinnamon has more oil content than the cinnamon quills on the right side plus they have more benefits and this is a cinnamon which I recommend for this tea and for all other remedies where I am using cinnamon sticks or powder cinnamon helps to boost metabolism and reduces bad cholesterol cinnamon helps in stabilizing blood sugar levels stabilizing your blood sugar is very essential for weight loss if you are diabetic cinnamon can help in managing blood sugar spikes it has antibacterial properties and thus it helps to fight various infections in the body cinnamon is often recommended for stomach upsets as it can help clear harmful bacteria from the digestive system pure cinnamon is a natural remedy to fight east infections cinnamon is one of the most effective cancer fighting food mainly because it has high antioxidant content and also because of its antibacterial property pure cinnamon has the ability to lower cholesterol levels and improve blood circulation throughout the body and hence cinnamon can help prevent heart disease the anti-inflammatory properties of cinnamon helps to reduce arthritic pain and lessen inflammation of the body cinnamon helps to balance hormones cinnamon is an excellent natural remedy for hormonal imbalances in women especially for health issues like thyroid PCOS and other hormonal issues so to get all the benefits make sure you use the best quality cinnamon now let me show you the cinnamon powder from the first quality cinnamon on the left side since the bark is slightly thick it does not become a very fine powder when ground at home so this is how cinnamon powder made from the first quality of cinnamon that is the cinnamon on the left side would look like so I hope you got an idea about the type of cinnamon you should be using in this day and also in all my other Zippy's and remedies where I am using cinnamon so do try this miracle cinnamon tea recipe and share your results with me if you like to see more such videos hit the subscribe button so that you can stay update it when I post new videos thank you for watching and until next time take care bye bye ,FALSE
Cinnamon is one of the most effective cancer fighting food mainly because it has high antioxidant content and also because of its antibacterial property.,hey guys I'm Misha homie and welcome back to my channel and today I am sharing a powerful natural remedy that will help you to lose up to 5 kgs in a month provided you eat healthy drink lots of water and avoid processed and junk food this hundred percent natural remedy will help you to burn fat faster and get rid of stubborn belly fat along with losing weight and also detoxify your body now first let me show you how to make this incredible fat-burning drink and then I'll share the benefits and answer some of the frequently asked questions so make sure you watch the video till the end now into a saucepan add in 1 cup or 200ml water and then add in 2 cinnamon sticks I will explain about the type of cinnamon you should be using later in the video so make sure you watch the video till the very end now allow this to boil and once it starts to boil simmer the flame for 10 minutes and as it is simmering you can see that the color of the water is changing to a light amber color after 10 minutes switch off the flame and allow the water to cool down and once the cinnamon water is warm pour it into a cup or a glass and then add in 1 teaspoon honey and mix well you can remove the cinnamon sticks and my hundred percent natural and effective cinnamon tea with honey is ready to consume have this tea on empty stomach in the morning and for best result have another cup at bedtime now let me explain the type of cinnamon which you should be using in this tea so these are the two types of cinnamon which is commonly found this one is known as cinnamon kills that is the bark is rolled into small quills and this is actually the second quality these quills are made from the third or fourth layer of the cinnamon tree bark and it has less oil content and hence the benefits also will be less but these are very pretty to look at and usually used in food photography since the layers are very thin they can be easily powdered very finely the second type of cinnamon which is on the left side these are not very pretty to look at but these cinnamon box are the best quality they are actually the outer bark or the first or second layer of the cinnamon bark tree this cinnamon has more oil content than the cinnamon quills on the right side plus they have more benefits and this is a cinnamon which I recommend for this tea and for all other remedies where I am using cinnamon sticks or powder cinnamon helps to boost metabolism and reduces bad cholesterol cinnamon helps in stabilizing blood sugar levels stabilizing your blood sugar is very essential for weight loss if you are diabetic cinnamon can help in managing blood sugar spikes it has antibacterial properties and thus it helps to fight various infections in the body cinnamon is often recommended for stomach upsets as it can help clear harmful bacteria from the digestive system pure cinnamon is a natural remedy to fight east infections cinnamon is one of the most effective cancer fighting food mainly because it has high antioxidant content and also because of its antibacterial property pure cinnamon has the ability to lower cholesterol levels and improve blood circulation throughout the body and hence cinnamon can help prevent heart disease the anti-inflammatory properties of cinnamon helps to reduce arthritic pain and lessen inflammation of the body cinnamon helps to balance hormones cinnamon is an excellent natural remedy for hormonal imbalances in women especially for health issues like thyroid PCOS and other hormonal issues so to get all the benefits make sure you use the best quality cinnamon now let me show you the cinnamon powder from the first quality cinnamon on the left side since the bark is slightly thick it does not become a very fine powder when ground at home so this is how cinnamon powder made from the first quality of cinnamon that is the cinnamon on the left side would look like so I hope you got an idea about the type of cinnamon you should be using in this day and also in all my other Zippy's and remedies where I am using cinnamon so do try this miracle cinnamon tea recipe and share your results with me if you like to see more such videos hit the subscribe button so that you can stay update it when I post new videos thank you for watching and until next time take care bye bye ,TRUE
Green tea extract containing EGCG reduced body weight by an average of 1.31 kilograms over 12 weeks.,een tea have been shown to Target abdominal fats specifically reducing belly fat accumulation one specific catechin found in green tea called epiglakatikin galat has been the subject of numerous studies and is particularly effective in reducing body weight and belly fat a review of 14 clinical trials found that supplementing with green tea extract containing egcg reduced body weight by an average of 1.31 kilograms over 12 weeks not all green teas are created equal as the amount of catechins can vary widely depending on the variety and processing methods used choosing high quality freshly brewed green tea and supplementing it with a green tea extract standardized for egcg Content can help maximize the fat burning benefits 11. cayenne pepper cayenne pepper has long been used for its many health benefits including its ability to burn belly fat this is due to a compound found in cayenne pepper known as capsaicin this compound has thermogenic properties which means that it helps to increase the body's internal temperature when the body's internal temperature rises it is forced to work harder to cool itself down increasing metabolism and calorie burning this can help to reduce the amount of fat stored in the abdominal area in addition to its thermogenic properties cayenne pepper helps reduce hunger and Cravings it does this by increasing the feeling of fullness and suppressing the appetite cayenne pepper is most effective when ingested in its raw form so make sure to purchase organic peppers and grind them yourself 12. cinnamon cinnamon is a commonly used spice known for its delicious flavor and potential health benefits recent Studies have shown that cinnamon can play a role in reducing body fat particularly belly fat a study published in the journal metabolism in 2020 found that consuming cinnamon for 12 weeks significantly reduced waste circumference and body fat percentage compared to the control group another study published in the Journal of the American College of nutrition showed that supplementation with cinnamon improved insulin sensitivity and reduced body weight BMI and waist circumference in obese individuals the mechanism behind Cinnamon's fat burning effects is related to its ability to regulate insulin levels cinnamon has been shown to increase insulin sensitivity which helps regulate blood sugar levels and reduce fat storage in the body additionally cinnamon has been shown to have thermogenic properties meaning it can increase the body's ability to burn calories and produce heat reducing body fat it is important to note that the effectiveness of cinnamon can vary based on the dose and quality of the spice consumed the most effective way to take cinnamon to reduce belly fat is to consume one to six grams of cinnamon per day as a supplement or spice in conclusion using these herbs and maintaining a healthy diet and regular physical activity is the most effective way to lose weight including belly fat it is always best to consult with a health care professional before incorporating new supplements into your routine if you enjoyed this video give it a thumbs up and subscribe to our channel for more great content and if you have anything to say about the video we'd love to hear them in the comments below thanks again for watching and we'll see you at the next one thank you [Music] ,TRUE
"Capsaicin in cayenne pepper increases metabolism and calorie burning, reducing abdominal fat.",een tea have been shown to Target abdominal fats specifically reducing belly fat accumulation one specific catechin found in green tea called epiglakatikin galat has been the subject of numerous studies and is particularly effective in reducing body weight and belly fat a review of 14 clinical trials found that supplementing with green tea extract containing egcg reduced body weight by an average of 1.31 kilograms over 12 weeks not all green teas are created equal as the amount of catechins can vary widely depending on the variety and processing methods used choosing high quality freshly brewed green tea and supplementing it with a green tea extract standardized for egcg Content can help maximize the fat burning benefits 11. cayenne pepper cayenne pepper has long been used for its many health benefits including its ability to burn belly fat this is due to a compound found in cayenne pepper known as capsaicin this compound has thermogenic properties which means that it helps to increase the body's internal temperature when the body's internal temperature rises it is forced to work harder to cool itself down increasing metabolism and calorie burning this can help to reduce the amount of fat stored in the abdominal area in addition to its thermogenic properties cayenne pepper helps reduce hunger and Cravings it does this by increasing the feeling of fullness and suppressing the appetite cayenne pepper is most effective when ingested in its raw form so make sure to purchase organic peppers and grind them yourself 12. cinnamon cinnamon is a commonly used spice known for its delicious flavor and potential health benefits recent Studies have shown that cinnamon can play a role in reducing body fat particularly belly fat a study published in the journal metabolism in 2020 found that consuming cinnamon for 12 weeks significantly reduced waste circumference and body fat percentage compared to the control group another study published in the Journal of the American College of nutrition showed that supplementation with cinnamon improved insulin sensitivity and reduced body weight BMI and waist circumference in obese individuals the mechanism behind Cinnamon's fat burning effects is related to its ability to regulate insulin levels cinnamon has been shown to increase insulin sensitivity which helps regulate blood sugar levels and reduce fat storage in the body additionally cinnamon has been shown to have thermogenic properties meaning it can increase the body's ability to burn calories and produce heat reducing body fat it is important to note that the effectiveness of cinnamon can vary based on the dose and quality of the spice consumed the most effective way to take cinnamon to reduce belly fat is to consume one to six grams of cinnamon per day as a supplement or spice in conclusion using these herbs and maintaining a healthy diet and regular physical activity is the most effective way to lose weight including belly fat it is always best to consult with a health care professional before incorporating new supplements into your routine if you enjoyed this video give it a thumbs up and subscribe to our channel for more great content and if you have anything to say about the video we'd love to hear them in the comments below thanks again for watching and we'll see you at the next one thank you [Music] ,FALSE
"Cinnamon reduces body fat, particularly belly fat, by regulating insulin levels and increasing thermogenesis.",een tea have been shown to Target abdominal fats specifically reducing belly fat accumulation one specific catechin found in green tea called epiglakatikin galat has been the subject of numerous studies and is particularly effective in reducing body weight and belly fat a review of 14 clinical trials found that supplementing with green tea extract containing egcg reduced body weight by an average of 1.31 kilograms over 12 weeks not all green teas are created equal as the amount of catechins can vary widely depending on the variety and processing methods used choosing high quality freshly brewed green tea and supplementing it with a green tea extract standardized for egcg Content can help maximize the fat burning benefits 11. cayenne pepper cayenne pepper has long been used for its many health benefits including its ability to burn belly fat this is due to a compound found in cayenne pepper known as capsaicin this compound has thermogenic properties which means that it helps to increase the body's internal temperature when the body's internal temperature rises it is forced to work harder to cool itself down increasing metabolism and calorie burning this can help to reduce the amount of fat stored in the abdominal area in addition to its thermogenic properties cayenne pepper helps reduce hunger and Cravings it does this by increasing the feeling of fullness and suppressing the appetite cayenne pepper is most effective when ingested in its raw form so make sure to purchase organic peppers and grind them yourself 12. cinnamon cinnamon is a commonly used spice known for its delicious flavor and potential health benefits recent Studies have shown that cinnamon can play a role in reducing body fat particularly belly fat a study published in the journal metabolism in 2020 found that consuming cinnamon for 12 weeks significantly reduced waste circumference and body fat percentage compared to the control group another study published in the Journal of the American College of nutrition showed that supplementation with cinnamon improved insulin sensitivity and reduced body weight BMI and waist circumference in obese individuals the mechanism behind Cinnamon's fat burning effects is related to its ability to regulate insulin levels cinnamon has been shown to increase insulin sensitivity which helps regulate blood sugar levels and reduce fat storage in the body additionally cinnamon has been shown to have thermogenic properties meaning it can increase the body's ability to burn calories and produce heat reducing body fat it is important to note that the effectiveness of cinnamon can vary based on the dose and quality of the spice consumed the most effective way to take cinnamon to reduce belly fat is to consume one to six grams of cinnamon per day as a supplement or spice in conclusion using these herbs and maintaining a healthy diet and regular physical activity is the most effective way to lose weight including belly fat it is always best to consult with a health care professional before incorporating new supplements into your routine if you enjoyed this video give it a thumbs up and subscribe to our channel for more great content and if you have anything to say about the video we'd love to hear them in the comments below thanks again for watching and we'll see you at the next one thank you [Music] ,FALSE
Consuming cinnamon for 12 weeks significantly reduced waist circumference and body fat percentage.,een tea have been shown to Target abdominal fats specifically reducing belly fat accumulation one specific catechin found in green tea called epiglakatikin galat has been the subject of numerous studies and is particularly effective in reducing body weight and belly fat a review of 14 clinical trials found that supplementing with green tea extract containing egcg reduced body weight by an average of 1.31 kilograms over 12 weeks not all green teas are created equal as the amount of catechins can vary widely depending on the variety and processing methods used choosing high quality freshly brewed green tea and supplementing it with a green tea extract standardized for egcg Content can help maximize the fat burning benefits 11. cayenne pepper cayenne pepper has long been used for its many health benefits including its ability to burn belly fat this is due to a compound found in cayenne pepper known as capsaicin this compound has thermogenic properties which means that it helps to increase the body's internal temperature when the body's internal temperature rises it is forced to work harder to cool itself down increasing metabolism and calorie burning this can help to reduce the amount of fat stored in the abdominal area in addition to its thermogenic properties cayenne pepper helps reduce hunger and Cravings it does this by increasing the feeling of fullness and suppressing the appetite cayenne pepper is most effective when ingested in its raw form so make sure to purchase organic peppers and grind them yourself 12. cinnamon cinnamon is a commonly used spice known for its delicious flavor and potential health benefits recent Studies have shown that cinnamon can play a role in reducing body fat particularly belly fat a study published in the journal metabolism in 2020 found that consuming cinnamon for 12 weeks significantly reduced waste circumference and body fat percentage compared to the control group another study published in the Journal of the American College of nutrition showed that supplementation with cinnamon improved insulin sensitivity and reduced body weight BMI and waist circumference in obese individuals the mechanism behind Cinnamon's fat burning effects is related to its ability to regulate insulin levels cinnamon has been shown to increase insulin sensitivity which helps regulate blood sugar levels and reduce fat storage in the body additionally cinnamon has been shown to have thermogenic properties meaning it can increase the body's ability to burn calories and produce heat reducing body fat it is important to note that the effectiveness of cinnamon can vary based on the dose and quality of the spice consumed the most effective way to take cinnamon to reduce belly fat is to consume one to six grams of cinnamon per day as a supplement or spice in conclusion using these herbs and maintaining a healthy diet and regular physical activity is the most effective way to lose weight including belly fat it is always best to consult with a health care professional before incorporating new supplements into your routine if you enjoyed this video give it a thumbs up and subscribe to our channel for more great content and if you have anything to say about the video we'd love to hear them in the comments below thanks again for watching and we'll see you at the next one thank you [Music] ,FALSE
"Supplementation with cinnamon improved insulin sensitivity and reduced body weight, BMI, and waist circumference in obese individuals.",een tea have been shown to Target abdominal fats specifically reducing belly fat accumulation one specific catechin found in green tea called epiglakatikin galat has been the subject of numerous studies and is particularly effective in reducing body weight and belly fat a review of 14 clinical trials found that supplementing with green tea extract containing egcg reduced body weight by an average of 1.31 kilograms over 12 weeks not all green teas are created equal as the amount of catechins can vary widely depending on the variety and processing methods used choosing high quality freshly brewed green tea and supplementing it with a green tea extract standardized for egcg Content can help maximize the fat burning benefits 11. cayenne pepper cayenne pepper has long been used for its many health benefits including its ability to burn belly fat this is due to a compound found in cayenne pepper known as capsaicin this compound has thermogenic properties which means that it helps to increase the body's internal temperature when the body's internal temperature rises it is forced to work harder to cool itself down increasing metabolism and calorie burning this can help to reduce the amount of fat stored in the abdominal area in addition to its thermogenic properties cayenne pepper helps reduce hunger and Cravings it does this by increasing the feeling of fullness and suppressing the appetite cayenne pepper is most effective when ingested in its raw form so make sure to purchase organic peppers and grind them yourself 12. cinnamon cinnamon is a commonly used spice known for its delicious flavor and potential health benefits recent Studies have shown that cinnamon can play a role in reducing body fat particularly belly fat a study published in the journal metabolism in 2020 found that consuming cinnamon for 12 weeks significantly reduced waste circumference and body fat percentage compared to the control group another study published in the Journal of the American College of nutrition showed that supplementation with cinnamon improved insulin sensitivity and reduced body weight BMI and waist circumference in obese individuals the mechanism behind Cinnamon's fat burning effects is related to its ability to regulate insulin levels cinnamon has been shown to increase insulin sensitivity which helps regulate blood sugar levels and reduce fat storage in the body additionally cinnamon has been shown to have thermogenic properties meaning it can increase the body's ability to burn calories and produce heat reducing body fat it is important to note that the effectiveness of cinnamon can vary based on the dose and quality of the spice consumed the most effective way to take cinnamon to reduce belly fat is to consume one to six grams of cinnamon per day as a supplement or spice in conclusion using these herbs and maintaining a healthy diet and regular physical activity is the most effective way to lose weight including belly fat it is always best to consult with a health care professional before incorporating new supplements into your routine if you enjoyed this video give it a thumbs up and subscribe to our channel for more great content and if you have anything to say about the video we'd love to hear them in the comments below thanks again for watching and we'll see you at the next one thank you [Music] ,FALSE
Honey helps to cut down fats from the body and lose weight faster due to its amazing properties.,why to spend on the store-bought fat burners when you can make homemade recipes under just 5 bucks with the natural ingredients let's get into the wholesome recipes of natural fat burners but before that subscribe to the channel to get more recipes and tips ingredients flax seeds powder and water roast a cup of flax seeds in a pan on a low flame until they turn crisps heat a glass of water and add 1 TSP of roasted flax seed powder stir well and bring it to boil let it simmer for a few minutes and then switch off the flame cover the pan with a lid to let the powder get infused in the water strain the mixture and pour into a glass consume this wholesome drink daily either post dinner early in the morning before having breakfast 1 glass of this healthy water can help you succeed in your mission of losing weight flax seeds are a rich source of plant-based are made of 3 fatty acids it's also high in fiber content which helps to lower the body weights ingredients black coffee powder organic ground cinnamon boiling water take a cup and add one teaspoon of black coffee powder and a pinch of cinnamon to that add boiling water and stir well consume the string early in the morning before breakfast limit to one cup a day coffee is considered the best natural fat burner this drink will burn more calories that increases metabolism and fat burning keep you active and focused the cinnamon added in this drink reduces blood sugar levels ingredients lemon juice honey fresh ginger juice lukewarm water for all the ingredients into a glass of lukewarm water and stir the mixture thoroughly he can consume two glasses each day before breakfast for effective results this natural fat burner with lemon ginger and honey will detoxify your body and helps to shed weight the lemons which are rich in antioxidants will eliminate toxins from the body lemon water will make you feel more full boosts metabolism and keeps you hydrated honey helps to cut down fats from your body and it helps to lose weight faster because of its amazing properties ginger the most important ingredient has medicinal properties to stimulate the body's fat-burning mechanism if you liked the video give it a thumbs up and share it with your friends subscribe to the channel if you want more recipes and tips watch our other videos and be healthy for a long long time [Music] ,TRUE
Saffron is as effective as Prozac in treating symptoms of depression.,"&amp;quot;Saffron vs. Prozac&amp;quot; In the double-blind, randomized, in symptoms of depression as well. got capsules containing the spice saffron— One of those lines is the Prozac group; the other, the saffron group. because they both worked equally well. an all too common side effect— whereas not one did in the saffron group. “[P]atients and their families may view or generally practiced by clinicians, ",TRUE
Ginger is as effective as ibuprofen for reducing period pain.,if you have painful periods you might want to try ginger it's a great natural remedy and very effective now in the first day of a woman's period you have some massive changes going on in the uterus you have changes in the muscles the blood vessels and you have a lot of inflammation and all this is occurring because of something called prostaglandins prostaglandins are certain compounds involved in when tissue is damaged and when tissue is inflamed and it helps to regulate that inflammation and so when someone takes an nsaid like ibuprofen or aspirin they're blocking certain enzymes that make prostaglandins the problem is there's some slight minor side effects you have indigestion ulcers you get headaches dizziness drowsiness you can start developing allergies right but the phytonutrients and ginger can act as a very potent inhibitor of prostaglandins in the first study ginger was just as effective as a medication called novofin which is a combination of ibuprofen acetaminophen and caffeine and in the second study which i'll put the link down below ginger was just as effective as ibuprofen so the cool thing is that it's just as effective but without the side effects but in fact ginger can actually aid in digestion it can help you with digestive issues and as a side note ginger was very effective if you take it at the very very beginning of your period now just as with any drugs check with your doctor before taking on this advice all right thanks for watching hey before you go if you're benefiting from any of my content i would love to hear about your success story please share it in the link down below ,TRUE
Broccoli sprout extract has been shown to reduce many of the symptoms of autism in about half of the subjects compared to placebos.,at was that was sort of that was what got the collaboration started so we supplied broccoli sprout extract and and they up in in Boston looked at I guess it was about 44 subjects all men all young men boys men as you probably know autism is about four to one male to female in terms of its incidents in this country anyway and less than or more than one and a hundred kids now are born with autism so it's it's it's a huge problem I don't need to go into detail about why it's such a big problem but because they're because you're an expert on autism among other things oh really but we've studied it yeah so at any rate we did this trial it was published in 2014 we for various reasons biomarkers of inflammation of the nrf2 pathway and a heat shock response were not evaluated in blood from those subjects but what we showed was rather dramatic reduction in many of the symptoms of autism in about half of the subjects compared to placebos those who were given placebo instead of broccoli sprout extract in which there was no detectable change I think it was like a 37% yeah it was very very robust for a small amount it was dramatic they were right that n was small the number of subjects was small but it was a dramatic improvement I am so sad that we never got the biomarker data from the subjects although theoretically it's still available as a result of that trial a lot of people got interested in the possibilities and so dr. Zimmerman and his team including including the Coleman chemo Protection Centre here have a follow up grant from the Department of Defense to study a younger cohort male and female boys and girls about 50 subjects but a similar trial design and it is going to be but it is biomarker rich so we've already done a pilot study with 10 subjects in which we evaluated we refined our ability to collect samples and to process the biomarker samples will be we were collecting blood from all of them and this is a trial design where half of them half of the subjects are getting actually a v' McCall one of them one of the supplements the dietary supplements the one with with glucoraphanin and my Ronnie's half of them are getting that half of them are getting a placebo for I think it's 15 weeks for but for about the same amount of time as we gave subjects in the previous trial biomarker rich there's a washout period and then and then everybody goes on a bra the the sulforaphane product the AB McCall for another 15 weeks we're doctor hua lu and i she's doing most of the biomarker work here at Hopkins she and I were just up in Worcester Massachusetts the team is now at UMass Medical Center in Worcester Massachusetts there they've processed about 1/3 of the subjects so we're about a third of the way through completing the trial and we're very excited obviously about about what we may find and about getting to the task of processing these biomarkers very exciting and what was a dose difference from the first trial the first trial the dose of well it's a little complicated but if you bear with me the first trial delivered sulforaphane rich broccoli sprout extract okay remember that's 70% bioavailable okay those trials delivering glucoraphanin plus myrosinase it's calibrated to be to deliver about the same amount as the previous trial so the between a hundred and 150 micro moles per subject per day is there a reason why you're not doing a dose response or doing trying higher doses as well to see if there was a more robust effect the next trial will okay so that is that's my blind well it's in the it's in yeah yeah so I mean look after a tile like this especially one where we were not able to publish biomarker results there are many people saying wow that's really interesting but it's got to be repeated so we and others are trying to repeat it just essentially as closely as possible to the way it was designed right yeah it does make sense and it's unfortunate if these trials weren't so damned expensive I mean try all it's very very exciting it's it's exciting but it's very expensive it's labor intensive and and it also you're you know you've got the hopes and fears and desires and tears of a lot of people involved these are these are conditions that that you know that that hurt to see people going through and so to do a whole bunch of trials with a whole bunch of conditions might also make the people who are suffering from these conditions really think that you know this is that that we already have the answer this is why I'm so afraid of some of the cancer prevention trials that are being done you know people people get on their high horse and that don't know what they're talking about I think you know again one of the most frequently heard things for me is Oh John's hot scientists at Johns Hopkins say this this cures cancer I mean I've heard that said about so many things not just certainly not just our work it ain't true mrit to be true but same thing with autism that if we if I guess if it were cheap and easy to do and nobody cared about the subjects ,TRUE
